Year,Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Round,Pick
2020,Cale Garrett,LB,6-2,234,4.92,32,,124,6.91,4.13,,
2020,Jonathan Garvin,DL,6-4,263,4.82,36,23,125,,,7,242
2020,Antonio Gibson,WR,6-0,228,4.39,35,16,118,,,3,66
2020,Alohi Gilman,S,5-10,201,4.6,32,17,119,6.81,4.08,6,186
2020,Trevis Gipson,DL,6-3,261,,,25,,,,5,155
2020,Jeff Gladney,CB,5-10,191,4.48,37.5,17,124,7.26,,1,31
2020,Anthony Gordon,QB,6-2,205,,,,,,,,
2020,A.J. Green,CB,6-1,202,4.62,,13,,,,,
2020,Jonathan Greenard,DL,6-3,263,4.87,30.5,22,113,7.13,4.34,3,90
2020,Yetur Gross-Matos,DL,6-5,266,,34,20,120,,,2,38
2020,Javelin Guidry,CB,5-9,191,4.29,,21,,,,,
2020,Stephen Guidry,WR,6-3,201,4.47,34,,125,7.31,4.46,,
2020,Bryce Hall,CB,6-1,202,,,11,,,,5,158
2020,DaVon Hamilton,DL,6-4,320,5.14,29.5,33,102,7.72,,3,73
2020,LaDarius Hamilton,DL,6-2,262,4.89,30,27,114,7.66,4.49,,
2020,KJ Hamler,WR,5-9,178,,,15,,,,2,46
2020,Harrison Hand,CB,5-11,197,4.52,41,14,133,7.15,4.27,5,169
2020,Jake Hanson,OL,6-4,303,5.5,,33,,,,6,208
2020,Scoota Harris,LB,6-0,234,4.69,33,18,111,7.38,4.32,,
2020,Nick Harris,OL,6-1,302,5.1,29.5,20,103,,,5,160
2020,Malik Harrison,LB,6-3,247,4.66,36,,122,6.83,4.32,3,98
2020,JaMycal Hasty,RB,5-8,205,4.55,39,15,123,,4.03,,
2020,Jaylinn Hawkins,S,6-1,208,,35.5,,117,,,4,134
2020,Charlie Heck,OL,6-8,311,5.16,28,21,112,8.02,4.86,4,126
2020,C.J. Henderson,CB,6-1,204,4.39,37.5,20,127,,,1,9
2020,Matt Hennessy,OL,6-4,307,5.18,30,23,110,7.45,4.6,3,78
2020,Justin Herbert,QB,6-6,236,4.68,35.5,,123,7.06,4.46,1,6
2020,Brian Herrien,RB,5-11,209,4.62,38.5,18,126,7.12,4.4,,
2020,Justin Herron,OL,6-4,308,5.26,33,27,105,8.41,4.88,6,195
2020,Tee Higgins,WR,6-4,216,,,,,,,2,33
2020,Alex Highsmith,DL,6-3,248,4.7,33,,125,7.32,4.31,3,102
2020,John Hightower,WR,6-1,189,4.43,38.5,,122,7.07,4.21,5,168
2020,K.J. Hill,WR,6-0,196,4.6,32.5,17,114,,,7,220
2020,Lavert Hill,CB,5-10,190,,,21,,,,,
2020,Trevon Hill,DL,6-3,248,4.89,28,,113,,,,
2020,Isaiah Hodgins,WR,6-4,210,4.61,36.5,9,124,7.01,4.12,6,207
2020,Sterling Hofrichter,P,5-10,196,,,,,,,7,228
2020,Darnay Holmes,CB,5-10,195,4.48,,12,,,,4,110
2020,Brycen Hopkins,TE,6-4,245,4.66,33.5,21,116,7.25,4.28,4,136
2020,Khaleke Hudson,LB,5-11,224,4.56,33,30,120,,,5,162
2020,Robert Hunt,OL,6-5,323,,,,,,,2,39
2020,Jalen Hurts,QB,6-1,222,4.59,35,,125,,,2,53
2020,Noah Igbinoghene,CB,5-10,198,4.48,37,15,128,,,1,30
2020,Brian Cole II,S,6-2,213,4.52,,,,,,7,249
2020,Rashard Lawrence II,DL,6-2,308,5.07,,22,,8.03,,4,131
2020,Reggie Robinson II,CB,6-1,205,4.44,36,22,132,7.09,4.18,4,123
2020,Henry Ruggs III,WR,5-11,188,4.27,42,,131,,,1,12
2020,Keith Ismael,OL,6-3,309,5.34,32,,108,8.14,4.65,5,156
2020,Cordel Iwuagwu,OL,6-3,309,5.22,27,25,94,8.03,4.87,,
2020,Austin Jackson,OL,6-5,322,5.07,31,27,115,7.95,,1,18
2020,Dane Jackson,CB,6-0,187,4.57,35,,122,7.07,4.27,7,239
2020,Jonah Jackson,OL,6-3,306,5.23,26,28,98,7.83,5.02,3,75
2020,Lamar Jackson,CB,6-2,208,4.58,36.5,10,122,,,,
2020,Trishton Jackson,WR,6-1,197,4.5,36,,117,,,,
2020,Justin Jefferson,WR,6-1,202,4.43,37.5,,126,,,1,22
2020,Van Jefferson,WR,6-1,200,,,,,,,2,57
2020,Anfernee Jennings,LB,6-2,256,,,,,,,3,87
2020,Jauan Jennings,WR,6-3,215,4.72,29,,119,,,7,217
2020,Jerry Jeudy,WR,6-1,193,4.45,35,,120,,4.53,1,15
2020,Collin Johnson,WR,6-6,222,,,17,,,,5,165
2020,Jaylon Johnson,CB,6-0,193,4.5,36.5,15,124,7.01,4.13,2,50
2020,Juwan Johnson,WR,6-4,230,4.58,33,14,124,6.94,4.37,,
2020,Tyler Johnson,WR,6-1,206,,,,,,,5,161
2020,Clay Johnston,LB,6-1,227,,,18,,,,7,234
2020,Benito Jones,DL,6-1,316,5.26,26.5,,,8.21,5.27,,
2020,Brandon Jones,S,5-11,198,,,,,,,3,70
2020,Joshua Jones,OL,6-5,319,5.27,28.5,24,109,,,3,72
2020,Tony Jones,RB,5-10,220,4.68,32.5,13,119,7.18,4.21,,
2020,Antoine Brooks Jr.,S,5-11,220,4.64,34.5,18,,,,6,198
2020,Willie Gay Jr.,LB,6-1,243,4.46,39.5,21,136,7.08,4.3,2,63
2020,Laviska Shenault Jr.,WR,6-1,227,4.58,,17,,,,2,42
2020,Antoine Winfield Jr.,S,5-9,203,4.45,36,,124,,,2,45
2020,Azur Kamara,LB,6-3,245,4.59,28,13,121,7.2,4.46,,
2020,Khalid Kareem,DL,6-4,268,,,,,,,5,147
2020,Dalton Keene,TE,6-4,253,4.71,34,21,125,7.07,4.19,3,101
2020,Joshua Kelley,RB,5-11,212,4.49,31,23,121,6.95,4.28,4,112
2020,BoPete Keyes,CB,6-1,202,,36,,126,,,7,237
2020,Solomon Kindley,OL,6-3,337,,,,,,,4,111
2020,Javon Kinlaw,DL,6-5,324,,,,,,,1,14
2020,Cole Kmet,TE,6-6,262,4.7,37,,123,7.44,4.41,2,43
2020,CeeDee Lamb,WR,6-2,198,4.5,34.5,11,124,,,1,17
2020,Javon Leake,RB,6-0,215,4.65,34,,125,,,,
2020,Benny LeMay,RB,5-8,221,4.75,28.5,24,112,,,,
2020,Shane Lemieux,OL,6-4,310,5.11,25.5,,107,8.13,4.9,5,150
2020,Brian Lewerke,QB,6-2,213,4.95,31,,113,7.14,4.4,,
2020,Damien Lewis,OL,6-2,327,5.24,30,27,108,,,3,69
2020,Terrell Lewis,LB,6-5,262,,37,,124,,,3,84
2020,Kalija Lipscomb,WR,6-0,207,4.57,32,16,127,,,,
2020,Jordan Love,QB,6-4,224,4.74,35.5,,118,7.21,4.52,1,26
2020,Jake Luton,QB,6-6,224,,,,,,,6,189
2020,James Lynch,DL,6-4,289,5.01,29,23,111,7.39,4.39,4,130
2020,Austin Mack,WR,6-1,208,4.59,31.5,,117,,4.42,,
2020,Jordan Mack,LB,6-3,241,,,,,,,,
2020,Justin Madubuike,DL,6-3,293,4.83,,31,,7.37,,3,71
2020,Braden Mann,P,5-11,198,4.83,31,,111,7.03,4.13,6,191
2020,Kamal Martin,LB,6-3,240,,,,,,,5,175
2020,Cole McDonald,QB,6-3,215,4.58,36,,121,7.13,4.52,7,224
2020,Anthony McFarland,RB,5-8,208,4.44,29.5,,116,,,4,124
2020,Sean McKeon,TE,6-5,242,,,18,,,,,
2020,Xavier McKinney,S,6-0,201,4.63,36,19,122,,,2,36
2020,Colton McKivitz,OL,6-6,306,5.35,26,20,106,7.87,5,5,153
2020,Josh Metellus,S,5-11,209,4.55,36.5,20,124,6.94,4.4,6,205
2020,Chris Miller,S,5-11,190,4.61,35.5,12,133,7.09,4.12,,
2020,Denzel Mims,WR,6-3,207,4.38,38.5,16,131,6.66,4.43,2,59
2020,John Molchon,OL,6-5,309,5.13,34,26,109,7.85,4.73,,
2020,JJ Molson,K,5-11,182,,,,,,,,
2020,Steven Montez,QB,6-4,231,4.68,33,,117,7.25,4.43,,
2020,Darnell Mooney,WR,5-10,176,4.38,37,9,124,,,5,173
2020,James Morgan,QB,6-4,229,4.89,29,,112,7.51,4.64,4,125
2020,Thaddeus Moss,TE,6-2,250,,,,,,,,
2020,Zack Moss,RB,5-9,223,4.65,33,19,,,4.37,3,86
2020,Larrell Murchison,DL,6-2,297,5.05,29,29,118,7.89,4.51,5,174
2020,Kyle Murphy,OL,6-3,316,5.3,28,19,104,7.81,4.68,,
2020,Kenneth Murray,LB,6-2,241,4.52,38,21,129,,,1,23
2020,Tanner Muse,S,6-2,227,4.41,34.5,20,124,,,3,100
2020,Netane Muti,OL,6-3,315,,,44,,,,6,181
2020,Lucas Niang,OL,6-6,315,,,,,,,3,96
2020,C.J. O'Grady,TE,6-4,253,4.81,34,16,119,7.3,4.34,,
2020,Michael Ojemudia,CB,6-1,200,4.45,36,,122,6.87,4.21,3,77
2020,Jeff Okudah,CB,6-1,205,4.48,41,11,135,,,1,3
2020,Julian Okwara,DL,6-4,252,,,27,,,,3,67
2020,Albert Okwuegbunam,TE,6-5,258,4.49,,,,,,4,118
2020,Sewo Olonilua,RB,6-3,232,4.66,36,25,123,,4.28,,
2020,Dante Olson,LB,6-2,237,4.88,42,15,124,7,4.32,,
2020,Mike Onwenu,OL,6-3,344,,,26,,,,6,182
2020,K.J. Osborn,WR,5-11,203,4.48,37.5,18,123,7,4.35,5,176
2020,Aaron Parker,WR,6-2,209,4.57,26.5,12,112,6.94,4.23,,
2020,Colby Parkinson,TE,6-7,252,4.77,32.5,18,109,7.15,4.46,4,133
2020,Dezmon Patmon,WR,6-4,225,4.48,36,15,132,7.28,4.38,6,212
2020,Shea Patterson,QB,6-1,212,4.71,31,,116,7.14,4.5,,
2020,Matt Peart,OL,6-7,318,5.06,30,26,113,8.01,4.92,3,99
2020,Alex Pechin,P,6-1,213,4.69,34,13,,,,,
2020,John Penisini,DL,6-1,318,,25.5,23,,,4.93,6,197
2020,Donovan Peoples-Jones,WR,6-2,212,4.48,44.5,,139,,,6,187
2020,La'Mical Perine,RB,5-11,216,4.62,35,22,118,7.13,4.31,4,120
2020,Malcolm Perry,WR,5-9,186,4.63,36,10,122,7.12,4.31,7,246
2020,Jacob Phillips,LB,6-3,229,4.66,39,,126,7.38,4.33,3,97
2020,Scottie Phillips,RB,5-8,209,4.56,30,29,114,7.4,4.53,,
2020,Tyre Phillips,OL,6-5,331,5.37,25,22,93,8.17,5.11,3,106
2020,James Pierre,CB,6-0,183,4.59,33.5,,123,7.02,,,
2020,Michael Pinckney,LB,5-11,235,,,,,,,,
2020,Jared Pinkney,TE,6-4,257,4.96,,23,,,,,
2020,Danny Pinter,OL,6-4,306,4.91,29.5,24,110,7.76,4.62,5,149
2020,Michael Pittman,WR,6-4,223,4.52,36.5,13,121,6.96,4.14,2,34
2020,Troy Pride,CB,5-11,193,4.4,35.5,13,119,6.94,4.26,4,113
2020,James Proche,WR,5-11,201,,34.5,20,,7.27,4.4,6,201
2020,Shaquille Quarterman,LB,6-0,234,4.74,31,23,120,,,4,140
2020,Patrick Queen,LB,6-0,229,4.5,35,18,125,,,1,28
2020,Jalen Reagor,WR,5-11,206,4.47,42,17,138,7.31,4.46,1,21
2020,Joe Reed,WR,6-0,224,4.47,38,21,123,,,5,151
2020,J.R. Reed,S,6-1,202,4.54,34,15,130,,,,
2020,John Reid,CB,5-10,187,4.49,36.5,20,129,6.95,3.97,4,141
2020,Chauncey Rivers,DL,6-2,262,4.97,30.5,20,106,7.33,4.7,,
2020,Malcolm Roach,DL,6-2,297,4.84,30,20,114,,,,
2020,Amik Robertson,CB,5-8,187,,,,,,,4,139
2020,Alton Robinson,DL,6-3,264,4.69,35.5,25,119,7.32,4.32,5,148
2020,James Robinson,RB,5-9,219,4.64,40,24,125,7.03,4.19,,
2020,Kendrick Rogers,WR,6-4,208,4.51,35.5,17,124,7.13,4.48,,
2020,Cesar Ruiz,OL,6-3,307,5.08,33,28,113,7.91,4.64,1,24
2020,Jon Runyan,OL,6-4,306,5.08,30.5,24,107,7.57,4.69,6,192
2020,Chapelle Russell,LB,6-2,236,4.69,35,21,121,7.38,4.41,7,241
2020,Stanford Samuels,CB,6-1,187,4.65,,,,,,,
2020,Josiah Scott,CB,5-9,185,4.42,,17,,,,4,137
2020,Qaadir Sheppard,DL,6-3,261,4.83,31.5,28,115,,,,
2020,Isaiah Simmons,LB,6-4,238,4.39,39,,132,,,1,8
2020,John Simpson,OL,6-4,321,5.24,30,34,107,8.03,4.87,4,109
2020,Arryn Siposs,P,6-2,213,5.09,,,,,,,
2020,James Smith-Williams,DL,6-4,265,4.6,32,28,123,7.35,4.52,7,229
2020,L'Jarius Sneed,S,6-0,192,4.37,41,12,131,,,4,138
2020,Nate Stanley,QB,6-4,235,4.81,28.5,,108,7.26,4.48,7,244
2020,Terence Steele,OL,6-6,312,5.03,27.5,27,106,,5.08,,
2020,Logan Stenberg,OL,6-6,317,5.3,26,,104,8,4.83,4,121
2020,Simon Stepaniak,OL,6-4,313,,,37,,,,6,209
2020,Darrell Stewart,WR,6-0,212,,35,15,117,,,,
2020,Geno Stone,S,5-10,207,4.62,33.5,12,116,,,7,219
2020,Justin Strnad,LB,6-3,238,4.74,29,,113,,4.49,5,178
2020,Jason Strowbridge,DL,6-4,275,4.89,31,26,113,7.45,4.37,5,154
2020,Stephen Sullivan,TE,6-5,248,4.66,36.5,,123,7.51,4.62,7,251
2020,Freddie Swain,WR,6-0,197,4.46,36.5,16,124,7.05,4.26,6,214
2020,D'Andre Swift,RB,5-8,212,4.48,35.5,,121,,,2,35
2020,Tua Tagovailoa,QB,6-0,217,,,,,,,1,5
2020,Charlie Taumoepeau,TE,6-2,240,4.75,36.5,18,121,7,4.27,,
2020,Alex Taylor,OL,6-8,308,5.09,25,21,116,7.77,4.79,,
2020,Darrell Taylor,LB,6-4,267,,,,,,,2,48
2020,Davion Taylor,LB,6-0,228,4.49,35,21,127,6.96,4.26,3,103
2020,J.J. Taylor,RB,5-5,185,4.61,34.5,19,118,7,4.15,,
2020,Jonathan Taylor,RB,5-10,226,4.39,36,17,123,7.01,4.24,2,41
2020,Patrick Taylor,RB,6-1,217,4.57,34,15,123,,4.34,,
2020,A.J. Terrell,CB,6-1,195,4.42,34.5,15,129,,,1,16
2020,Andrew Thomas,OL,6-5,315,5.22,30.5,21,109,7.58,4.66,1,4
2020,Daniel Thomas,S,5-10,215,4.51,37,24,125,,,5,157
2020,Jeff Thomas,WR,5-9,170,4.45,36.5,,125,,,,
2020,Stantley Thomas-Oliver,CB,6-0,192,4.48,34,,127,,,7,221
2020,Calvin Throckmorton,OL,6-5,317,5.57,27,23,97,8.07,4.98,,
2020,Casey Toohill,LB,6-4,250,4.62,39,17,126,7.08,4.21,7,233
2020,Tommy Townsend,P,6-1,191,4.75,,,,,,,
2020,Adam Trautman,TE,6-5,255,4.8,34.5,18,114,6.78,4.27,3,105
2020,Michael Turk,P,6-0,226,4.79,34.5,25,108,,4.72,,
2020,Derrek Tuszka,DL,6-4,251,4.79,33.5,24,120,6.87,4.34,7,254
2020,Josh Uche,LB,6-1,245,,,18,,,,2,60
2020,Ke'Shawn Vaughn,RB,5-10,214,4.51,32,,117,,,3,76
2020,Ben Victor,WR,6-4,198,4.6,35,9,128,7.1,,,
2020,Kindle Vildor,CB,5-10,191,4.44,39.5,22,133,7.14,4.28,5,163
2020,Mykal Walker,LB,6-3,230,4.65,33,20,122,7.09,4.25,4,119
2020,K'Von Wallace,S,5-11,206,4.53,38,18,133,6.76,4.15,4,127
2020,Prince Tega Wanogho,OL,6-5,308,,,,,,,6,210
2020,Mike Warren,RB,5-9,226,,,16,,,,,
2020,Broderick Washington,DL,6-2,305,,,23,,,,5,170
2020,Quez Watkins,WR,6-0,185,4.35,36.5,,125,7.28,4.36,6,200
2020,Curtis Weaver,LB,6-2,265,,32.5,,116,7,4.27,5,164
2020,Evan Weaver,LB,6-2,237,4.76,32,15,117,7.02,4.21,6,202
2020,Cody White,WR,6-3,217,4.66,35.5,,120,7.19,4.52,,
2020,Mitchell Wilcox,TE,6-3,247,4.88,31,,112,7.37,4.43,,
2020,Kenny Willekes,DL,6-3,264,4.87,32.5,32,119,7.39,,7,225
2020,Darryl Williams,OL,6-2,304,5.23,25.5,23,102,7.88,4.76,,
2020,Raequan Williams,DL,6-4,308,5.04,25.5,17,101,7.72,4.78,,
2020,Jedrick Wills,OL,6-4,312,5.05,34.5,,113,,4.84,1,10
2020,Isaiah Wilson,OL,6-6,350,5.32,29,26,110,8.26,5.07,1,29
2020,Logan Wilson,LB,6-2,241,4.63,32,21,121,7.07,4.27,3,65
2020,Rob Windsor,DL,6-4,290,4.9,28.5,21,111,7.47,4.44,6,193
2020,Tristan Wirfs,OL,6-5,320,4.85,36.5,24,121,7.65,4.68,1,13
2020,Steven Wirtel,LS,6-4,235,4.76,26,,120,7.12,4.28,,
2020,Charlie Woerner,TE,6-5,244,4.78,34.5,21,120,7.18,4.46,6,190
2020,D.J. Wonnum,DL,6-5,258,4.73,34.5,20,123,7.25,4.44,4,117
2020,Dom Wood-Anderson,TE,6-4,261,4.92,35,,119,,,,
2020,David Woodward,LB,6-2,230,4.79,33.5,16,114,7.34,4.37,,
2020,Chase Young,DL,6-5,264,,,,,,,1,2
2020,Jabari Zuniga,DL,6-3,264,4.64,33,29,127,,,3,79
2021,Jonathan Adams,WR,6-2,210,4.59,39,,132,7.04,4.38,,
2021,Paulson Adebo,CB,6-1,198,4.45,36.5,18,121,6.69,4.13,3,76
2021,Giles Amos,TE,6-3,250,5.14,28.5,,111,7.65,5.13,,
2021,Zayne Anderson,LB,,,4.46,34,11,120,6.78,4.22,,
2021,Otis Anderson,RB,5-7,179,4.63,36,11,113,7.04,4.38,,
2021,Jack Anderson,OL,6-4,314,5.28,29.5,27,105,7.9,4.83,7,236
2021,Dan Archibong,DT,6-5,295,5.35,28.5,28,100,8.16,4.68,,
2021,Calvin Ashley,OL,6-6,314,5.49,29,15,105,7,5.1,,
2021,Jaytlin Askew,DB,5-8,180,4.51,35.5,18,125,7.1,4.31,,
2021,Tutu Atwell,WR,5-8,155,4.42,33,,117,6.89,4.14,2,57
2021,Kayode Awosika,OL,6-3,307,5.19,30,28,100,8.15,4.91,,
2021,Kawaan Baker,WR,6-0,210,4.44,39.5,21,129,7.42,4.41,,
2021,Josh Ball,OL,6-7,308,5.2,27.5,28,106,7.77,4.7,4,138
2021,Aaron Banks,OL,6-5,325,5.32,31,24,100,7.69,4.89,2,48
2021,Cole Banwart,OL,6-1,298,5.12,27.5,22,103,7.5,4.7,,
2021,Christian Barmore,DL,6-4,310,4.93,,,,,,2,38
2021,Derrick Barnes,DE,6-0,238,4.57,37,29,119,,4.27,4,113
2021,Carlos Basham,DL,6-3,274,4.64,34,20,122,7.13,4.25,2,61
2021,Rashod Bateman,WR,6-0,190,4.39,36,,123,,,1,27
2021,John Bates,TE,6-5,250,4.84,31.5,19,120,6.85,4.35,,
2021,Adam Bay,LS,5-11,240,5.27,26,14,100,7.65,4.56,,
2021,Tavante Beckett,LB,5-10,220,4.78,31,18,106,7.34,4.58,,
2021,Chase Behrndt,OL,6-3,324,5.55,24.5,25,101,8.21,4.93,,
2021,Shaun Beyer,TE,6-4,250,4.78,31.5,,119,,4.2,,
2021,Tarik Black,WR,6-2,213,4.54,40,15,132,6.91,4.26,,
2021,Josh Blancato,WR,5-9,182,4.55,32,17,124,6.9,4.31,,
2021,Joshuah Bledsoe,S,,,,,,,,,6,188
2021,Quinton Bohanna,DL,6-4,327,5.46,29,,99,8.21,5.15,,
2021,Nick Bolton,LB,5-11,237,4.6,32,24,,7.4,4.5,2,58
2021,Ian Book,QB,6-0,211,4.65,32.5,,115,6.99,4.19,4,133
2021,Dicaprio Bootle,CB,5-9,180,4.38,36.5,16,126,6.77,4.03,,
2021,Tuf Borland,LB,6-0,229,4.98,32.5,15,109,7.17,4.29,,
2021,Larry Borom,OL,6-5,322,5.12,31,,,,,5,151
2021,Rakeem Boyd,RB,5-11,213,4.7,32.5,6,98,7.22,4.38,,
2021,Michael Boykin,DL,6-5,291,4.88,32,24,110,7.69,4.58,,
2021,William Bradley-King,OLB,6-3,252,4.74,34.5,,119,7.14,4.26,7,240
2021,Brady Breeze,S,5-11,197,4.55,38,20,120,7.05,4.22,6,215
2021,Gary Brightwell,RB,5-10,218,4.62,34.5,17,118,7.51,4.48,6,196
2021,K.J. Britt,LB,6-0,235,4.76,32.5,24,118,7.38,4.4,5,176
2021,Josiah Bronson,DL,6-2,304,5.08,30,27,101,7.63,4.72,,
2021,Chris Brown,DB,5-10,191,4.55,36,15,118,6.85,4.18,,
2021,Earnest Brown,DE,6-4,270,5.01,31,25,115,7.19,4.5,,
2021,Kimere Brown,CB,5-11,175,4.57,32.5,,124,7.37,4.32,,
2021,Deonte Brown,OL,6-3,344,,27,,,,,6,193
2021,Dyami Brown,WR,6-0,189,4.46,35,18,128,6.87,4.35,3,82
2021,Shakur Brown,CB,5-9,185,4.61,35.5,17,116,7.08,4.23,,
2021,Tre Brown,CB,5-9,185,4.42,38,13,123,7.11,4.27,4,137
2021,Amon-Ra St. Brown,WR,5-11,197,4.51,38.5,20,127,6.88,4.17,4,112
2021,Baron Browning,LB,6-2,245,4.58,40,23,130,6.78,4.23,3,105
2021,John Brunner,OL,6-2,194,,32.5,11,121,6.77,4.3,,
2021,Calvin Bundage,LB,6-1,221,4.81,31.5,14,116,7.31,4.43,,
2021,Lorenzo Burns,CB,5-10,183,4.56,33.5,14,123,7.55,4.51,,
2021,Eric Burrell,S,5-11,197,4.73,35.5,8,124,7.21,4.26,,
2021,Wesley Burris,LS,5-9,203,5.3,30,12,102,7.51,4.74,,
2021,Jake Burton,OL,6-5,303,5.49,26,22,100,8.22,4.97,,
2021,Camryn Bynum,CB,6-0,196,4.58,34,,129,6.99,4.1,4,125
2021,Jalen Camp,WR,6-1,226,4.48,39.5,29,125,7,4.14,,
2021,Donavaughn Campbell,OL,6-4,336,5.62,22,,93,8.34,5.15,,
2021,Kyree Campbell,DL,6-2,287,5.46,25,,98,7.96,5.02,,
2021,Tyson Campbell,DB,6-1,193,4.4,34.5,12,124,7.15,4.45,2,33
2021,Joseph Carlson,K,6-0,175,,,,,,,,
2021,Jackson Carman,OT,6-4,317,,,,,,,2,46
2021,Tory Carter,FB,6-0,229,4.86,35.5,24,112,7.21,4.38,,
2021,Michael Carter,RB,5-7,201,4.5,34,16,119,6.81,3.98,4,107
2021,J.C. Chalk,TE,6-2,250,5.18,28.5,15,106,7.83,4.72,,
2021,Ja'Marr Chase,WR,6-0,201,4.34,41,,132,6.96,3.99,1,5
2021,Ramaud Chiaokhiao-Bowman,WR,6-1,204,4.78,34.5,11,119,6.78,4.2,,
2021,Drue Chrisman,P,6-2,209,,,,,,,,
2021,Brady Christensen,OL,,,,34,30,124,,,3,70
2021,Andre Cisco,DB,,,,,17,,,,3,65
2021,Mallory Claybourne,CB,5-9,191,4.57,33,12,116,7.37,4.32,,
2021,Ben Cleveland,OL,6-6,343,5.05,28,30,102,,4.88,3,94
2021,Riley Cole,LB,6-2,240,4.72,,26,,7.46,4.35,,
2021,Nico Collins,WR,6-4,215,4.43,37.5,14,125,6.78,4.29,3,89
2021,Zaven Collins,LB,6-4,259,4.67,35,19,122,,4.36,1,16
2021,Nolan Cooney,P,6-2,195,,,,,,,,
2021,Jonathon Cooper,DE,6-2,253,4.69,33,28,108,6.99,4.31,7,239
2021,Samuel Cosmi,OL,6-5,314,4.87,30,36,117,7.35,4.39,2,51
2021,Seth Cottengim,S,5-11,230,,28.5,,,,,,
2021,Jabril Cox,LB,6-3,232,,,,,,,4,115
2021,Damonte Coxie,WR,6-2,198,4.77,30.5,4,122,6.92,4.45,,
2021,Tyler Coyle,LB,6-1,209,4.38,39,24,133,7.14,4,,
2021,Jack Crane,K,6-1,193,,,,,,,,
2021,Daniel Crawford,TE,6-1,245,4.7,32.5,14,113,7.19,4.45,,
2021,Shaun Crawford,S,5-9,182,4.55,35,12,116,6.7,4.13,,
2021,Harry Crider,OL,6-2,307,5.25,27,31,102,7.63,4.68,,
2021,Jake Curhan,OL,6-5,316,5.45,24,15,102,8.07,4.84,,
2021,David Curry,LB,6-1,227,,,,,,,,
2021,Drew Dalman,C,6-3,299,5.11,33,33,109,7.33,4.52,4,114
2021,DJ Daniel,DB,5-11,195,4.62,31,11,119,7.02,4.12,,
2021,Frank Darby,WR,6-0,201,4.56,34.5,19,117,7.05,4.25,6,187
2021,Jaelon Darden,WR,5-7,174,4.47,35.5,,122,6.66,3.98,4,129
2021,Corey Dauphine,RB,5-11,198,4.71,30,14,117,7.4,4.53,,
2021,Zach Davidson,TE,6-6,245,4.58,37.5,17,117,6.95,4.19,,
2021,Brady Davis,QB,,,4.65,31,,114,7.06,4.2,,
2021,Jamin Davis,LB,6-3,234,4.47,42,,132,,,1,19
2021,Shawn Davis,DB,5-10,202,,39.5,17,128,,,5,165
2021,Wyatt Davis,OL,6-3,315,,,25,,,,3,86
2021,Divine Deablo,DB,6-3,226,4.42,34,19,126,7.12,4.4,3,80
2021,Bryson Denley,RB,5-7,189,4.56,27.5,13,110,7.25,4.57,,
2021,Jon Dietzen,OL,6-4,312,5.32,27,19,106,7.64,4.85,,
2021,Victor Dimukeje,DE,6-1,262,4.87,34.5,28,115,7.25,4.35,6,210
2021,Brett DioGuardi,LS,6-3,234,5.48,24.5,,98,7.88,4.95,,
2021,Gerrid Doaks,RB,5-11,228,4.58,39.5,19,120,7.2,4.27,,
2021,Max Duffy,P,6-0,196,,,,,,,,
2021,DeVontres Dukes,WR,6-3,216,4.81,33,16,122,7.07,4.41,,
2021,Keith Duncan,K,,176,,,,,,,,
2021,Isaiah Dunn,DB,5-11,189,4.39,35.5,13,127,6.93,4.21,,
2021,Wes Dvorak,DB,5-11,198,4.52,41.5,,132,6.94,4.33,,
2021,Brennan Eagles,WR,6-3,225,4.55,36.5,,125,6.93,4.42,,
2021,Adrian Ealy,OL,6-6,321,5.42,24.5,18,104,8.82,4.87,,
2021,Brandin Echols,DB,5-10,179,4.34,42.5,13,136,6.84,4.12,,
2021,Sam Ehlinger,QB,6-1,220,4.84,36.5,,114,7.15,4.44,6,218
2021,Liam Eichenberg,OL,6-6,306,,26.5,33,105,7.53,4.58,2,42
2021,Milo Eifler,LB,6-2,228,4.58,37.5,14,126,7.15,4.35,,
2021,D'Wayne Eskridge,WR,5-8,190,4.38,35,,124,6.93,4.22,2,56
2021,Dorian Etheridge,LB,6-1,233,4.87,35,,121,7.25,4.47,,
2021,Travis Etienne,RB,5-10,215,4.45,33.5,18,128,,,1,25
2021,Chris Evans,RB,5-11,211,4.5,40.5,20,127,6.83,4.12,6,202
2021,Dillon Faamatau,DL,6-3,280,5.35,24.5,22,100,8.58,5.15,,
2021,Austin Faoliu,DT,6-3,287,,,,,,,,
2021,Matt Farniok,OL,6-5,311,5.2,33,28,105,7.14,4.8,,
2021,Luke Farrell,TE,6-5,251,4.79,36.5,22,118,7.14,4.36,5,145
2021,Simi Fehoko,WR,6-3,222,4.44,34.5,16,120,6.78,4.26,5,179
2021,Demetric Felton,RB,5-8,189,4.55,,,,,,6,211
2021,Parker Ferguson,OT,6-3,306,5.19,31,24,105,7.75,4.9,,
2021,Justin Fields,QB,6-2,227,4.45,,,,,,1,11
2021,Tony Fields,LB,6-0,222,4.64,34,17,114,7.15,4.48,5,153
2021,Paddy Fisher,LB,6-3,240,4.91,31.5,20,110,7,4.47,,
2021,Dez Fitzpatrick,WR,6-1,208,4.43,35,,,7.09,4.26,4,109
2021,Thomas Fletcher,LS,,,,,,,,,,
