Index,Year,Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Pick
3412,2020,Anthony Gordon,4,74,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0
548,2001,Vitaly Pisetsky,4,70,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0
617,2001,Fred Wakefield,4,79,287.0,5.09,29.0,26.0,108.0,7.49,4.64,0
3356,2020,Josiah Coatney,4,75,308.0,5.21,27.0,22.0,99.0,8.07,4.82,0
2832,2008,Jalen Parmele,4,71,224.0,4.47,34.0,19.0,125.0,6.96,4.29,1
3067,2009,Juaquin Iglesias,4,73,210.0,4.44,34.5,0.0,116.0,0.0,4.4,1
4530,2023,Shaka Heyward,4,75,235.0,4.53,31.0,22.0,116.0,7.32,4.4,0
1041,2003,Doug Gabriel,4,74,213.0,4.52,35.5,0.0,116.0,7.05,4.16,1
326,2001,Brian Allen-01,4,72,238.0,4.65,0.0,25.0,0.0,0.0,0.0,1
817,2002,Ashley Lelie,4,75,197.0,4.49,0.0,0.0,0.0,0.0,0.0,1
479,2001,Kevin Jordan,4,77,308.0,5.07,31.5,20.0,112.0,0.0,4.95,0
1304,2004,Michael Boulware,4,74,225.0,4.5,0.0,0.0,0.0,6.89,3.92,1
1009,2013,Travis Bond,4,78,329.0,5.27,22.5,22.0,98.0,7.85,4.96,1
615,2001,Michael Vick,4,72,210.0,4.33,0.0,0.0,0.0,0.0,0.0,1
4228,2022,Daxton Hill,4,72,191.0,4.38,33.5,0.0,121.0,6.57,4.06,1
1971,2016,Dominique Alexander,4,72,232.0,4.64,28.5,17.0,104.0,0.0,0.0,0
3117,2009,Orion Martin,4,74,262.0,4.7,32.0,24.0,108.0,7.9,4.63,0
3972,2021,Quincy Roche,4,0,0.0,0.0,32.5,23.0,119.0,0.0,0.0,1
1003,2003,Kerry Carter,4,74,238.0,4.61,36.0,20.0,118.0,7.29,4.39,0
2565,2017,Tanzel Smart,4,73,296.0,5.24,27.0,22.0,105.0,7.53,4.57,1
4287,2022,Marcus McKethan,4,79,340.0,5.31,27.5,27.0,110.0,7.81,4.99,1
1296,2004,Kevin Beard,4,72,180.0,4.46,31.0,0.0,113.0,0.0,0.0,0
1410,2014,Devonta Freeman,4,68,206.0,4.58,31.5,0.0,118.0,7.11,4.26,1
1843,2015,Marcus Mariota,4,76,222.0,4.52,36.0,0.0,121.0,6.87,4.11,1
694,2012,Zach Brown,4,73,244.0,4.44,33.5,0.0,116.0,0.0,0.0,1
1522,2004,Darrion Scott,4,75,289.0,4.81,36.5,0.0,118.0,0.0,4.32,1
680,2002,Antonio Bryant,4,73,188.0,4.57,37.0,0.0,121.0,0.0,0.0,1
1991,2016,Devante Bond,4,73,235.0,4.7,37.5,21.0,121.0,7.07,4.36,1
244,2010,Emmanuel Sanders,4,71,186.0,4.4,39.5,12.0,126.0,6.64,4.1,1
2480,2007,Sam Olajubutu,4,69,227.0,4.77,34.5,24.0,118.0,7.33,4.34,0
2710,2018,Deshon Elliott,4,74,205.0,4.58,36.0,15.0,121.0,0.0,0.0,1
2938,2018,David Wells,4,78,256.0,4.75,33.0,20.0,116.0,7.5,4.59,0
4446,2023,Jakorian Bennett,4,71,188.0,4.3,40.5,13.0,133.0,0.0,0.0,1
819,2012,Senio Kelemete,4,76,307.0,5.39,25.0,21.0,101.0,7.77,4.58,1
3292,2019,Zedrick Woods,4,71,205.0,4.29,34.5,19.0,122.0,7.0,4.15,0
307,2010,Keiland Williams,4,71,233.0,4.52,0.0,0.0,0.0,0.0,0.0,0
4578,2023,Paris Johnson Jr.,4,78,313.0,0.0,0.0,0.0,110.0,0.0,0.0,1
2795,2018,Kameron Kelly,4,74,200.0,4.66,33.0,9.0,120.0,6.94,4.28,0
3600,2020,Casey Toohill,4,76,250.0,4.62,39.0,17.0,126.0,7.08,4.21,1
2407,2017,Daeshon Hall,4,77,266.0,4.76,36.0,18.0,123.0,7.03,4.38,1
4275,2022,DeAngelo Malone,4,75,243.0,0.0,0.0,23.0,0.0,0.0,0.0,1
1327,2014,Nat Berhe,4,70,193.0,4.71,35.5,15.0,117.0,7.08,4.22,1
953,2012,Courtney Upshaw,4,74,272.0,4.74,0.0,22.0,0.0,0.0,0.0,1
1617,2014,George Uko,4,75,284.0,4.99,29.5,18.0,110.0,0.0,0.0,0
1181,2013,T.J. Moe,4,71,204.0,4.74,36.0,26.0,120.0,6.53,3.96,0
4294,2022,Skyy Moore,4,70,195.0,4.41,34.5,0.0,125.0,7.13,4.32,1
2612,2008,Sam Baker,4,77,309.0,5.5,0.0,28.0,0.0,0.0,0.0,1
3610,2020,K'Von Wallace,4,71,206.0,4.53,38.0,18.0,133.0,6.76,4.15,1
308,2010,Kyle Williams,4,70,188.0,4.4,33.0,11.0,118.0,7.0,4.19,1
4424,2023,Devon Achane,4,69,188.0,4.32,33.0,0.0,0.0,0.0,0.0,1
1221,2003,Musa Smith,4,73,232.0,4.45,35.5,0.0,123.0,0.0,0.0,1
102,2010,David Gettis,4,75,217.0,4.43,34.5,15.0,124.0,6.94,4.41,1
1740,2005,Ryan Grant-01,4,73,215.0,4.43,33.5,17.0,115.0,7.08,4.12,0
225,2010,Josh Pinkard,4,73,214.0,4.58,0.0,0.0,0.0,0.0,0.0,0
1222,2013,Brian Schwenke,4,75,314.0,4.99,26.5,31.0,108.0,7.31,4.74,1
2303,2017,Jonathan Allen,4,75,286.0,5.0,30.0,21.0,108.0,7.49,4.5,1
32,2000,Keith Brown,4,71,216.0,4.66,30.0,0.0,117.0,6.64,4.08,0
3554,2020,Jalen Reagor,4,71,206.0,4.47,42.0,17.0,138.0,7.31,4.46,1
3460,2020,Justin Jefferson,4,73,202.0,4.43,37.5,0.0,126.0,0.0,0.0,1
202,2000,Rob Meier,4,77,284.0,4.99,30.5,27.0,113.0,7.49,4.52,1
4112,2022,Amaré Barno,4,77,246.0,4.36,37.0,0.0,131.0,0.0,4.45,1
2606,2017,Davis Webb,4,77,229.0,4.79,33.0,0.0,118.0,6.92,4.21,1
2407,2007,Dante Hughes,4,70,190.0,4.56,28.5,16.0,114.0,7.28,4.43,1
1775,2005,Richie Incognito,4,75,305.0,4.84,0.0,29.0,0.0,0.0,0.0,1
726,2002,Mike Echols,4,69,190.0,4.35,0.0,0.0,0.0,0.0,0.0,1
3703,2021,Andre Cisco,4,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1
3829,2021,Warren Jackson,4,78,219.0,4.68,33.5,0.0,123.0,7.81,4.53,0
380,2011,Chimdi Chekwa,4,72,191.0,4.38,34.5,0.0,126.0,0.0,0.0,1
3449,2020,Brian Cole II,4,74,213.0,4.52,0.0,0.0,0.0,0.0,0.0,1
3869,2021,Cole Van Lanen,4,76,305.0,5.11,30.0,22.0,107.0,7.34,4.64,1
1600,2004,George Wilson,4,72,213.0,4.63,35.0,0.0,120.0,7.07,3.98,0
808,2012,Jeremy Jones,4,69,197.0,4.56,31.5,20.0,116.0,7.14,4.18,0
2764,2018,Hayden Hurst,4,76,250.0,4.67,31.5,0.0,120.0,7.19,4.37,1
257,2000,Richard Seals,4,74,316.0,5.13,28.5,24.0,102.0,7.78,4.6,0
1780,2005,Erasmus James,4,76,266.0,4.81,37.5,0.0,122.0,7.56,4.37,1
1346,2014,Jonathan Brown,4,72,238.0,5.03,31.0,16.0,108.0,7.77,4.56,0
2206,2006,Anthony Smith,4,72,194.0,4.71,41.0,18.0,125.0,6.75,4.35,1
4327,2022,Sean Rhyan,4,77,321.0,5.25,33.5,0.0,110.0,7.55,4.81,1
315,2010,Kyle Wilson,4,70,194.0,4.43,0.0,25.0,0.0,0.0,0.0,1
3431,2020,Matt Hennessy,4,76,307.0,5.18,30.0,23.0,110.0,7.45,4.6,1
3225,2019,Jordan Scarlett,4,71,208.0,4.47,30.0,21.0,116.0,7.37,4.63,1
4693,2023,Noah Taylor,4,76,238.0,0.0,0.0,22.0,0.0,0.0,0.0,0
3743,2021,Brennan Eagles,4,75,225.0,4.55,36.5,0.0,125.0,6.93,4.42,0
1871,2005,Lamont Reid,4,71,195.0,4.53,40.5,15.0,124.0,7.18,4.28,0
2130,2016,Bronson Kaufusi,4,78,285.0,4.87,30.0,25.0,111.0,7.03,4.25,1
568,2011,Greg Romeus,4,77,264.0,4.79,0.0,0.0,0.0,0.0,0.0,1
2057,2006,Ed Hinkel,4,72,190.0,4.54,34.0,0.0,116.0,6.97,4.1,0
945,2012,Andrew Tiller,4,76,324.0,5.44,23.0,16.0,85.0,7.92,4.8,1
454,2001,Menson Holloway,4,74,284.0,4.9,34.5,19.0,111.0,7.54,4.43,0
100,2000,Arturo Freeman,4,72,188.0,4.5,35.5,14.0,124.0,6.91,4.38,1
24,2000,Michael Boireau,4,76,274.0,5.09,29.0,26.0,105.0,7.68,4.49,0
1785,2005,Derrick Johnson-02,4,75,242.0,4.52,37.5,0.0,120.0,7.2,3.87,1
2946,2018,Jordan Wilkins,4,73,216.0,0.0,36.0,16.0,117.0,0.0,4.27,1
1178,2013,Jordan Mills,4,77,316.0,5.37,28.5,20.0,101.0,8.1,4.88,1
890,2012,Nate Potter,4,78,303.0,5.26,28.5,22.0,100.0,7.49,4.67,1
1576,2014,Tom Savage,4,76,228.0,4.97,27.0,0.0,105.0,7.33,4.36,1
3251,2019,Trevon Tate,4,74,293.0,0.0,0.0,22.0,0.0,0.0,0.0,0
3677,2021,Deonte Brown,4,75,344.0,0.0,27.0,0.0,0.0,0.0,0.0,1
3075,2009,Ricky Jean-Francois,4,75,295.0,5.19,26.0,25.0,93.0,0.0,0.0,1
2084,2006,Johnathan Joseph,4,71,193.0,4.31,37.0,15.0,123.0,6.92,4.23,1
1746,2015,Sam Ficken,4,73,191.0,5.06,0.0,0.0,0.0,0.0,0.0,0
2117,2006,Jimmy Martin,4,77,303.0,5.23,31.0,25.0,101.0,0.0,0.0,0
1621,2005,Calvin Armstrong,4,79,325.0,5.51,34.0,26.0,100.0,7.62,4.66,0
2343,2017,Chuck Clark,4,72,208.0,4.54,34.0,16.0,122.0,6.85,4.07,1
1127,2003,Wayne Lucier,4,76,301.0,5.28,0.0,0.0,0.0,0.0,0.0,1
203,2000,Richard Mercier,4,75,295.0,5.39,26.0,18.0,97.0,7.84,4.78,0
2229,2016,Beau Sandland,4,76,253.0,4.74,35.0,23.0,124.0,7.1,4.33,1
2815,2018,Tavares Martin,4,73,177.0,4.8,31.5,0.0,0.0,0.0,0.0,0
3619,2020,Kenny Willekes,4,75,264.0,4.87,32.5,32.0,119.0,7.39,0.0,1
1789,2005,Brandon Jones,4,73,210.0,4.42,37.0,0.0,114.0,7.03,4.08,1
2192,2016,Jared Norris,4,73,241.0,4.8,29.5,19.0,114.0,0.0,4.52,0
157,2000,Jerry Johnson,4,72,293.0,5.03,28.5,26.0,102.0,0.0,0.0,1
2993,2019,Nick Bosa,4,76,266.0,4.79,33.5,29.0,116.0,7.1,4.14,1
1927,2005,Corey Webster,4,72,199.0,4.5,0.0,9.0,0.0,0.0,0.0,1
2650,2018,Nick Bawden,4,74,245.0,0.0,0.0,0.0,0.0,0.0,0.0,1
56,2000,Danny Clark,4,74,245.0,4.75,0.0,20.0,0.0,0.0,0.0,1
1071,2013,Tyrone Goard,4,76,205.0,4.5,36.0,10.0,123.0,6.9,4.39,0
3298,2020,Hakeem Adeniji,4,76,302.0,5.17,34.0,26.0,115.0,0.0,0.0,1
3018,2009,Robby Felix,4,75,302.0,5.2,29.0,33.0,97.0,7.96,4.73,0
4273,2022,Jesse Luketa,4,75,253.0,4.89,37.5,0.0,114.0,0.0,0.0,1
2360,2017,Justin Davis,4,73,208.0,0.0,0.0,21.0,0.0,0.0,0.0,0
2362,2007,Tala Esera,4,75,312.0,5.22,0.0,0.0,0.0,0.0,0.0,0
64,2000,Rameel Connor,4,75,276.0,5.0,35.5,25.0,121.0,7.65,4.45,0
4209,2022,Isaiah Graham-Mobley,4,73,230.0,4.63,34.5,0.0,124.0,0.0,0.0,0
616,2011,Josh Thomas,4,70,191.0,4.46,38.5,13.0,126.0,6.99,4.15,1
4516,2023,Jovaughn Gwyn,4,74,297.0,5.12,27.5,0.0,109.0,7.9,4.8,0
4621,2023,Mike Morris,4,77,275.0,4.95,28.5,22.0,110.0,0.0,0.0,1
2934,2018,Armani Watts,4,71,205.0,0.0,35.0,13.0,120.0,7.25,4.37,1
46,2010,Lee Campbell,4,74,247.0,4.88,34.0,17.0,108.0,7.27,4.4,0
792,2002,Grant Irons,4,78,267.0,4.96,40.5,19.0,119.0,7.27,4.38,0
4011,2021,Benjamin St-Juste,4,75,202.0,4.51,34.5,11.0,119.0,6.63,3.96,1
4387,2022,Quay Walker,4,76,241.0,4.52,32.0,0.0,122.0,0.0,0.0,1
4024,2021,Corey Straughter,4,70,184.0,4.62,35.0,11.0,117.0,7.37,4.58,0
1214,2003,Chad Setterstrom,4,75,309.0,5.44,28.5,16.0,99.0,7.93,4.66,0
321,2001,Keith Adams,4,71,219.0,4.82,0.0,24.0,104.0,0.0,0.0,1
4176,2022,Greg Dulcich,4,76,243.0,4.69,34.0,16.0,122.0,7.05,4.37,1
1091,2013,Eric Herman,4,76,320.0,5.25,28.0,36.0,95.0,7.99,5.09,1
2733,2008,Marcus Harrison,4,75,317.0,5.06,0.0,26.0,0.0,0.0,0.0,1
3464,2020,Jerry Jeudy,4,73,193.0,4.45,35.0,0.0,120.0,0.0,4.53,1
3253,2019,Jawaan Taylor,4,77,312.0,0.0,0.0,24.0,0.0,0.0,0.0,1
2528,2017,Ejuan Price,4,71,241.0,4.84,31.5,20.0,117.0,0.0,4.34,1
4667,2023,John Michael Schmitz,4,76,301.0,5.35,29.5,0.0,104.0,0.0,4.56,0
2280,2007,Rufus Alexander,4,73,228.0,4.79,35.0,25.0,117.0,7.06,4.3,1
1574,2004,Khaleed Vaughn,4,76,281.0,5.0,31.5,14.0,113.0,7.38,4.35,0
2797,2018,Jamarcus King,4,73,186.0,4.7,0.0,0.0,0.0,0.0,0.0,0
3387,2020,Devin Duvernay,4,70,200.0,4.39,35.5,0.0,123.0,7.13,4.2,1
2648,2008,Dorien Bryant,4,70,174.0,4.49,0.0,0.0,119.0,6.88,4.24,0
2593,2017,Mitchell Trubisky,4,74,222.0,4.67,27.5,0.0,116.0,6.87,4.25,1
673,2012,Travis Benjamin,4,70,172.0,4.31,38.0,14.0,119.0,0.0,0.0,1
728,2002,Kalimba Edwards,4,77,265.0,4.75,0.0,0.0,0.0,0.0,0.0,1
2038,2006,Andre Hall,4,68,208.0,4.4,33.0,18.0,113.0,7.38,0.0,0
1618,2005,Lorenzo Alexander,4,74,289.0,5.12,29.5,28.0,106.0,7.53,4.55,0
2212,2016,C.J. Prosise,4,72,220.0,4.48,35.5,0.0,121.0,0.0,0.0,1
3140,2019,Bisi Johnson,4,72,204.0,4.51,38.0,14.0,124.0,6.88,4.16,1
1076,2013,Ray Graham,4,69,199.0,4.8,32.5,18.0,112.0,7.17,4.21,0
2939,2009,Connor Barwin,4,76,256.0,4.47,40.5,21.0,128.0,6.87,4.18,1
4710,2023,Carrington Valentine,4,72,193.0,0.0,39.0,9.0,128.0,0.0,0.0,1
1284,2013,Markus Wheaton,4,71,189.0,4.45,37.0,20.0,120.0,6.8,4.02,1
927,2002,Bryan Thomas,4,76,266.0,4.47,34.5,33.0,0.0,0.0,0.0,1
967,2012,David Wilson,4,70,206.0,4.38,41.0,0.0,132.0,7.09,4.12,1
3684,2021,Calvin Bundage,4,73,221.0,4.81,31.5,14.0,116.0,7.31,4.43,0
1832,2005,Vernand Morency,4,70,212.0,4.66,33.5,19.0,108.0,7.02,4.12,1
1472,2004,Antwan Odom,4,78,274.0,4.71,37.0,21.0,114.0,7.3,4.44,1
227,2000,Julian Peterson,4,77,231.0,4.68,0.0,0.0,0.0,0.0,0.0,1
1897,2005,Wes Sims,4,77,318.0,5.39,28.0,26.0,108.0,7.68,4.43,1
3801,2021,Daelin Hayes,4,75,253.0,4.71,32.5,26.0,119.0,7.17,4.29,1
821,2012,Dre Kirkpatrick,4,74,186.0,4.5,35.0,0.0,120.0,0.0,0.0,1
2167,2016,Tyler Marz,4,79,316.0,5.54,27.5,19.0,99.0,8.38,4.97,0
162,2010,Sean Lee,4,74,236.0,4.71,37.5,24.0,120.0,0.0,0.0,1
2101,2016,Jordan Howard,4,72,230.0,4.57,34.0,16.0,122.0,0.0,0.0,1
3950,2021,Kwity Paye,4,74,261.0,4.52,35.3,36.0,118.0,0.0,0.0,1
4512,2023,Richard Gouraige,4,77,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3168,2009,Ryan Palmer,4,68,190.0,4.54,36.5,16.0,121.0,7.12,4.29,0
468,2001,Michael Jameson,4,71,186.0,4.5,34.5,9.0,118.0,7.13,4.2,1
3857,2021,Xavier Kelly,4,76,306.0,5.17,27.0,27.0,99.0,0.0,0.0,0
1040,2003,Lui Fuata,4,74,309.0,5.57,0.0,0.0,0.0,0.0,0.0,0
2178,2006,Donovan Raiola,4,74,300.0,5.55,25.0,20.0,90.0,8.17,4.97,0
1952,2015,Daryl Williams,4,77,327.0,5.34,26.0,27.0,97.0,0.0,5.15,1
2385,2017,Dan Feeney,4,76,305.0,5.24,28.0,26.0,101.0,7.52,4.68,1
1396,2014,Shaquelle Evans,4,73,213.0,4.51,34.5,13.0,122.0,7.07,4.21,1
1090,2013,Brandon Hepburn,4,74,240.0,4.68,32.0,21.0,124.0,7.4,4.55,1
132,2010,Carl Ihenacho,4,74,255.0,4.86,0.0,20.0,0.0,0.0,0.0,0
1495,2014,Spencer Long,4,77,320.0,5.16,0.0,0.0,0.0,0.0,0.0,1
4502,2023,Alex Forsyth,4,76,303.0,0.0,20.5,0.0,95.0,0.0,0.0,1
679,2012,Philip Blake,4,75,311.0,5.17,29.5,22.0,105.0,7.86,4.65,1
141,2010,Micah Johnson,4,73,258.0,4.99,29.0,31.0,0.0,0.0,0.0,0
2377,2017,Jake Elliott,4,69,167.0,4.79,0.0,0.0,0.0,0.0,0.0,1
1995,2016,Trevone Boykin,4,72,212.0,4.77,32.0,0.0,110.0,0.0,4.4,0
3520,2020,Tanner Muse,4,74,227.0,4.41,34.5,20.0,124.0,0.0,0.0,1
920,2012,Mitchell Schwartz,4,77,318.0,5.38,26.5,23.0,89.0,7.86,4.87,1
784,2002,Artis Hicks,4,76,303.0,5.08,29.5,22.0,104.0,7.85,4.64,0
2951,2018,Jeff Wilson,4,71,210.0,0.0,0.0,15.0,0.0,0.0,0.0,0
2148,2006,Barrick Nealy,4,76,226.0,4.57,32.5,0.0,114.0,6.94,4.26,0
3015,2009,Marlon Favorite,4,73,314.0,5.09,0.0,26.0,0.0,0.0,0.0,0
2444,2007,Mike Mason,4,72,190.0,4.4,39.5,0.0,129.0,6.94,4.08,0
2867,2008,Owen Schmitt,4,74,247.0,4.73,0.0,26.0,0.0,0.0,0.0,1
3543,2020,Scottie Phillips,4,68,209.0,4.56,30.0,29.0,114.0,7.4,4.53,0
4061,2021,Tre Walker,4,70,178.0,4.58,28.0,0.0,113.0,7.75,4.47,0
2052,2006,Eric Henderson,4,74,270.0,4.75,0.0,30.0,0.0,0.0,0.0,0
222,2010,Aaron Pettrey,4,73,202.0,4.94,0.0,0.0,0.0,0.0,0.0,0
1734,2015,Kurtis Drummond,4,73,208.0,4.65,39.5,0.0,119.0,7.09,4.33,0
3405,2020,Antonio Gandy-Golden,4,76,223.0,4.6,36.0,22.0,127.0,7.33,4.55,1
2273,2006,Vince Young,4,77,229.0,4.48,0.0,0.0,0.0,0.0,0.0,1
4222,2022,Kolby Harvell-Peel,4,72,213.0,0.0,0.0,21.0,0.0,0.0,0.0,0
717,2012,Tyrone Crawford,4,76,275.0,4.82,33.0,28.0,113.0,7.09,4.44,1
4341,2022,Andrew Rupcich,4,78,318.0,5.31,27.5,0.0,108.0,0.0,0.0,0
2654,2018,Keishawn Bierria,4,74,230.0,4.79,30.5,21.0,117.0,7.26,0.0,1
1046,2013,Mike Edwards,4,69,189.0,4.56,36.0,14.0,124.0,6.94,4.18,1
1993,2016,Joey Bosa,4,77,269.0,4.86,32.0,24.0,120.0,6.89,4.21,1
935,2012,J.R. Sweezy,4,77,298.0,4.97,36.0,21.0,113.0,7.4,4.41,1
70,2010,Riley Cooper,4,75,222.0,4.53,33.0,0.0,114.0,0.0,0.0,1
3840,2021,Johnathon Johnson,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2145,2006,Terna Nande,4,72,232.0,4.51,39.0,41.0,124.0,6.97,4.11,1
1930,2015,Jaquiski Tartt,4,73,221.0,4.53,0.0,0.0,124.0,0.0,0.0,1
3807,2021,Grant Hermanns,4,79,300.0,0.0,27.0,29.0,107.0,7.76,4.81,0
1448,2014,Carlos Hyde,4,72,230.0,4.62,34.5,19.0,114.0,0.0,0.0,1
3490,2020,Brian Lewerke,4,74,213.0,4.95,31.0,0.0,113.0,7.14,4.4,0
2263,2006,Mario Williams,4,79,295.0,4.7,40.5,35.0,120.0,7.19,4.36,1
707,2012,Audie Cole,4,76,246.0,4.76,35.0,15.0,114.0,6.96,4.29,1
1968,2006,Antoine Bethea,4,71,203.0,4.39,36.5,19.0,127.0,6.99,4.11,1
2494,2007,Sabby Piscitelli,4,75,224.0,4.47,34.5,19.0,122.0,6.84,3.9,1
2092,2016,Hunter Henry,4,77,250.0,4.79,0.0,13.0,0.0,0.0,0.0,1
3541,2020,Malcolm Perry,4,69,186.0,4.63,36.0,10.0,122.0,7.12,4.31,1
1551,2004,B.J. Symons,4,72,210.0,4.9,0.0,0.0,0.0,0.0,0.0,1
4551,2023,Will McDonald IV,4,76,239.0,0.0,36.0,0.0,132.0,0.0,0.0,0
39,2010,Bryan Bulaga,4,77,314.0,5.2,27.5,26.0,98.0,7.7,4.75,1
1375,2004,Michael Gaines,4,74,275.0,5.06,33.0,18.0,109.0,7.44,4.18,1
4523,2023,Jadon Haselwood,4,74,215.0,4.66,37.0,0.0,123.0,6.98,4.31,0
659,2002,Will Bartholomew,4,72,246.0,4.68,38.0,35.0,119.0,6.85,4.09,0
2356,2017,Amara Darboh,4,74,214.0,4.45,36.0,17.0,124.0,0.0,0.0,1
1667,2005,Jerome Carter,4,71,220.0,4.47,35.0,21.0,121.0,7.18,4.04,1
732,2012,Derek Dimke,4,71,178.0,5.02,0.0,0.0,0.0,0.0,0.0,0
4258,2022,D'Eriq King,4,69,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3819,2021,James Hudson,4,76,313.0,5.27,28.5,22.0,98.0,8.05,4.79,1
898,2002,Josh Scobey,4,71,218.0,4.42,40.5,21.0,124.0,6.96,3.93,1
1987,2006,Dominique Byrd,4,75,255.0,4.79,0.0,0.0,0.0,0.0,0.0,1
1684,2015,Joe Cardona,4,74,242.0,4.91,33.0,30.0,0.0,0.0,0.0,1
2047,2006,Jason Hatcher,4,78,284.0,4.82,35.5,28.0,113.0,7.67,4.49,1
1061,2003,Mario Haggan,4,75,252.0,4.88,33.0,21.0,110.0,7.55,4.46,1
4257,2022,Derion Kendrick,4,72,194.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1706,2005,Jon Dunn,4,79,328.0,5.4,0.0,0.0,0.0,0.0,0.0,0
854,2002,Larry Ned,4,71,219.0,4.62,34.5,15.0,120.0,7.12,0.0,1
3900,2021,Quinn Meinerz,4,74,320.0,4.99,32.0,0.0,111.0,7.54,4.58,1
3448,2020,Noah Igbinoghene,4,70,198.0,4.48,37.0,15.0,128.0,0.0,0.0,1
2223,2016,A'Shawn Robinson,4,76,307.0,5.2,26.0,22.0,106.0,7.8,4.74,1
2724,2018,Tre Flowers,4,75,200.0,4.45,34.5,18.0,122.0,0.0,0.0,1
2539,2017,Duke Riley,4,72,232.0,4.58,34.5,18.0,122.0,6.89,4.21,1
171,2000,Ben Kelly,4,69,183.0,4.53,36.0,17.0,116.0,6.63,3.95,1
331,2001,Jeff Backus,4,77,310.0,5.37,27.0,25.0,99.0,8.27,4.67,1
2572,2017,Freddie Stevenson,4,72,234.0,4.75,28.0,24.0,111.0,7.65,4.45,0
1978,2016,Eli Apple,4,73,199.0,4.4,0.0,13.0,0.0,0.0,0.0,1
483,2011,Colin Kaepernick,4,77,233.0,4.53,32.5,0.0,115.0,6.85,4.18,1
2887,2018,Greg Senat,4,78,302.0,5.38,26.0,19.0,106.0,7.41,4.71,1
3154,2009,Shawn Nelson,4,77,240.0,4.52,33.0,19.0,115.0,6.96,4.46,1
2085,2016,Deiondre Hall,4,74,199.0,4.68,37.0,0.0,127.0,7.07,4.06,0
1327,2004,Adrien Clarke,4,77,329.0,5.52,26.0,0.0,102.0,7.9,4.74,1
92,2010,Armanti Edwards,4,71,187.0,4.41,0.0,0.0,0.0,0.0,0.0,1
9,2000,Reggie Austin,4,69,175.0,4.44,35.0,17.0,119.0,7.03,4.14,1
877,2002,Clinton Portis,4,71,204.0,4.42,0.0,0.0,0.0,0.0,0.0,1
1530,2014,Morgan Moses,4,78,314.0,5.35,21.5,0.0,106.0,7.93,4.95,1
476,2001,Chad Johnson,4,73,192.0,4.57,33.0,0.0,108.0,7.51,4.14,1
4075,2021,Brady White,4,73,210.0,4.84,29.0,0.0,0.0,6.97,4.33,0
2897,2018,Durham Smythe,4,77,253.0,4.81,31.0,18.0,110.0,7.17,4.23,1
4152,2022,Snoop Conner,4,70,222.0,4.59,29.5,25.0,118.0,0.0,0.0,1
1611,2014,Khyri Thornton,4,75,304.0,5.03,29.0,28.0,112.0,7.83,4.76,1
1569,2014,Greg Robinson,4,77,332.0,4.92,28.5,32.0,113.0,7.8,4.86,1
497,2001,Alex Lincoln,4,72,251.0,4.77,35.0,22.0,111.0,0.0,0.0,1
1185,2013,Sio Moore,4,73,245.0,4.65,38.0,29.0,127.0,7.49,4.31,1
767,2012,James Hanna,4,76,252.0,4.43,36.0,24.0,122.0,6.76,4.11,1
1005,2013,Nick Becton,4,77,323.0,5.2,29.5,19.0,109.0,7.77,4.57,0
1629,2014,Chris Watt,4,75,310.0,5.5,0.0,29.0,0.0,0.0,0.0,1
1816,2005,Bryant McFadden,4,72,193.0,4.44,38.5,23.0,130.0,0.0,4.04,1
767,2002,Carlos Hall,4,76,259.0,4.67,40.0,20.0,129.0,6.97,4.19,1
2843,2008,Chilo Rachal,4,77,315.0,5.16,25.5,28.0,108.0,8.01,5.14,1
1907,2005,Chauncey Stovall,4,73,221.0,4.62,0.0,0.0,0.0,0.0,0.0,0
4175,2022,Dontario Drummond,4,73,215.0,4.65,34.0,0.0,122.0,0.0,0.0,0
1079,2013,Khaseem Greene,4,73,241.0,4.71,30.0,17.0,116.0,7.58,4.2,1
115,2000,Mike Green-01,4,72,189.0,4.53,38.5,0.0,118.0,0.0,4.2,0
766,2002,Joe Hall,4,74,271.0,4.97,28.0,22.0,107.0,0.0,0.0,0
1045,2003,Talman Gardner,4,73,205.0,4.44,34.5,0.0,116.0,7.54,4.43,1
1447,2004,Sean Locklear,4,76,308.0,5.16,29.0,27.0,100.0,7.85,4.56,1
829,2012,Ryan Lindley,4,76,229.0,4.86,29.5,0.0,108.0,7.52,4.45,1
1056,2003,Justin Griffith,4,71,232.0,4.59,32.0,29.0,113.0,7.73,4.68,1
1917,2005,Marviel Underwood,4,70,205.0,4.45,38.0,19.0,118.0,7.12,4.21,1
892,2002,Casey Roussel,4,73,219.0,5.2,0.0,0.0,0.0,0.0,0.0,0
1991,2006,Chris Chester,4,75,303.0,4.83,31.5,27.0,106.0,7.31,4.5,1
2869,2018,Demario Richard,4,69,218.0,4.7,29.5,12.0,115.0,0.0,0.0,0
1224,2003,Wade Smith,4,76,296.0,5.14,32.5,24.0,114.0,7.62,4.75,1
